"cohort","sig","loss","n_genes","n_removed","frac_retained","cindex","drift"
"SCANB","CorePAM","full",24,0,1,0.6966,0
"SCANB","CorePAM","weight",24,1,0.958,0.6853,0.0113
"SCANB","CorePAM","lowexpr",24,1,0.958,0.6853,0.0113
"SCANB","CorePAM","random",24,1,0.958,0.6935,0.0031
"SCANB","CorePAM","weight",24,2,0.917,0.6699,0.0267
"SCANB","CorePAM","lowexpr",24,2,0.917,0.6851,0.0115
"SCANB","CorePAM","random",24,2,0.917,0.6918,0.0048
"SCANB","CorePAM","weight",24,3,0.875,0.6482,0.0484
"SCANB","CorePAM","lowexpr",24,3,0.875,0.6812,0.0154
"SCANB","CorePAM","random",24,3,0.875,0.6868,0.0098
"SCANB","CorePAM","weight",24,4,0.833,0.662,0.0346
"SCANB","CorePAM","lowexpr",24,4,0.833,0.6806,0.016
"SCANB","CorePAM","random",24,4,0.833,0.6852,0.0114
"SCANB","CorePAM","weight",24,5,0.792,0.6728,0.0238
"SCANB","CorePAM","lowexpr",24,5,0.792,0.6791,0.0175
"SCANB","CorePAM","random",24,5,0.792,0.6872,0.0095
"SCANB","CorePAM","weight",24,6,0.75,0.6647,0.0319
"SCANB","CorePAM","lowexpr",24,6,0.75,0.6714,0.0252
"SCANB","CorePAM","random",24,6,0.75,0.6802,0.0164
"SCANB","CorePAM","weight",24,7,0.708,0.6582,0.0384
"SCANB","CorePAM","lowexpr",24,7,0.708,0.6701,0.0265
"SCANB","CorePAM","random",24,7,0.708,0.675,0.0216
"SCANB","CorePAM","weight",24,8,0.667,0.6633,0.0333
"SCANB","CorePAM","lowexpr",24,8,0.667,0.6709,0.0257
"SCANB","CorePAM","random",24,8,0.667,0.6715,0.0251
"SCANB","CorePAM","weight",24,9,0.625,0.6384,0.0582
"SCANB","CorePAM","lowexpr",24,9,0.625,0.6699,0.0267
"SCANB","CorePAM","random",24,9,0.625,0.6578,0.0388
"SCANB","CorePAM","weight",24,10,0.583,0.6389,0.0577
"SCANB","CorePAM","lowexpr",24,10,0.583,0.6697,0.0269
"SCANB","CorePAM","random",24,10,0.583,0.6542,0.0424
"SCANB","CorePAM","weight",24,11,0.542,0.5958,0.1008
"SCANB","CorePAM","lowexpr",24,11,0.542,0.6592,0.0374
"SCANB","CorePAM","random",24,11,0.542,0.66,0.0366
"SCANB","CorePAM","weight",24,12,0.5,0.5352,0.1614
"SCANB","CorePAM","lowexpr",24,12,0.5,0.6469,0.0497
"SCANB","CorePAM","random",24,12,0.5,0.6377,0.0589
"SCANB","CorePAM","weight",24,13,0.458,0.5397,0.1569
"SCANB","CorePAM","lowexpr",24,13,0.458,0.6455,0.0511
"SCANB","CorePAM","random",24,13,0.458,0.6371,0.0595
"SCANB","CorePAM","weight",24,14,0.417,0.615,0.0816
"SCANB","CorePAM","lowexpr",24,14,0.417,0.6409,0.0557
"SCANB","CorePAM","random",24,14,0.417,0.635,0.0617
"SCANB","CorePAM","weight",24,15,0.375,0.6319,0.0647
"SCANB","CorePAM","lowexpr",24,15,0.375,0.6385,0.0581
"SCANB","CorePAM","random",24,15,0.375,0.6318,0.0648
"SCANB","CorePAM","weight",24,16,0.333,0.6461,0.0505
"SCANB","CorePAM","lowexpr",24,16,0.333,0.6329,0.0637
"SCANB","CorePAM","random",24,16,0.333,0.637,0.0596
"SCANB","CorePAM","weight",24,17,0.292,0.6439,0.0527
"SCANB","CorePAM","lowexpr",24,17,0.292,0.6298,0.0668
"SCANB","CorePAM","random",24,17,0.292,0.6144,0.0822
"SCANB","CorePAM","weight",24,18,0.25,0.6192,0.0774
"SCANB","CorePAM","lowexpr",24,18,0.25,0.5444,0.1522
"SCANB","CorePAM","random",24,18,0.25,0.6047,0.0919
"SCANB","CorePAM","weight",24,19,0.208,0.602,0.0946
"SCANB","CorePAM","lowexpr",24,19,0.208,0.5435,0.1531
"SCANB","CorePAM","random",24,19,0.208,0.6058,0.0908
"SCANB","CorePAM","weight",24,20,0.167,0.596,0.1006
"SCANB","CorePAM","lowexpr",24,20,0.167,0.5497,0.1469
"SCANB","CorePAM","random",24,20,0.167,0.5968,0.0998
"SCANB","CorePAM","weight",24,21,0.125,0.5836,0.113
"SCANB","CorePAM","lowexpr",24,21,0.125,0.5441,0.1525
"SCANB","CorePAM","random",24,21,0.125,0.5707,0.1259
"SCANB","OncotypeDX","full",15,0,1,0.5671,0
"SCANB","OncotypeDX","weight",15,1,0.933,0.5759,-0.0088
"SCANB","OncotypeDX","lowexpr",15,1,0.933,0.5655,0.0016
"SCANB","OncotypeDX","random",15,1,0.933,0.5664,7e-04
"SCANB","OncotypeDX","weight",15,2,0.867,0.5673,-2e-04
"SCANB","OncotypeDX","lowexpr",15,2,0.867,0.5555,0.0116
"SCANB","OncotypeDX","random",15,2,0.867,0.5624,0.0047
"SCANB","OncotypeDX","weight",15,3,0.8,0.5535,0.0136
"SCANB","OncotypeDX","lowexpr",15,3,0.8,0.567,1e-04
"SCANB","OncotypeDX","random",15,3,0.8,0.5609,0.0062
"SCANB","OncotypeDX","weight",15,4,0.733,0.5181,0.0491
"SCANB","OncotypeDX","lowexpr",15,4,0.733,0.5565,0.0106
"SCANB","OncotypeDX","random",15,4,0.733,0.5663,8e-04
"SCANB","OncotypeDX","weight",15,5,0.667,0.4502,0.1169
"SCANB","OncotypeDX","lowexpr",15,5,0.667,0.5397,0.0274
"SCANB","OncotypeDX","random",15,5,0.667,0.5636,0.0035
"SCANB","OncotypeDX","weight",15,6,0.6,0.4075,0.1596
"SCANB","OncotypeDX","lowexpr",15,6,0.6,0.4969,0.0702
"SCANB","OncotypeDX","random",15,6,0.6,0.5537,0.0134
"SCANB","OncotypeDX","weight",15,7,0.533,0.4245,0.1426
"SCANB","OncotypeDX","lowexpr",15,7,0.533,0.4957,0.0714
"SCANB","OncotypeDX","random",15,7,0.533,0.5382,0.0289
"SCANB","OncotypeDX","weight",15,8,0.467,0.457,0.1101
"SCANB","OncotypeDX","lowexpr",15,8,0.467,0.5308,0.0363
"SCANB","OncotypeDX","random",15,8,0.467,0.5694,-0.0023
"SCANB","OncotypeDX","weight",15,9,0.4,0.5145,0.0526
"SCANB","OncotypeDX","lowexpr",15,9,0.4,0.4475,0.1196
"SCANB","OncotypeDX","random",15,9,0.4,0.5538,0.0133
"SCANB","OncotypeDX","weight",15,10,0.333,0.4998,0.0673
"SCANB","OncotypeDX","lowexpr",15,10,0.333,0.4287,0.1384
"SCANB","OncotypeDX","random",15,10,0.333,0.5429,0.0243
"SCANB","OncotypeDX","weight",15,11,0.267,0.4733,0.0938
"SCANB","OncotypeDX","lowexpr",15,11,0.267,0.4733,0.0938
"SCANB","OncotypeDX","random",15,11,0.267,0.5216,0.0455
"SCANB","OncotypeDX","weight",15,12,0.2,0.5305,0.0366
"SCANB","OncotypeDX","lowexpr",15,12,0.2,0.5305,0.0366
"SCANB","OncotypeDX","random",15,12,0.2,0.5425,0.0246
"SCANB","GGI","full",85,0,1,0.6097,0
"SCANB","GGI","weight",85,1,0.988,0.61,-3e-04
"SCANB","GGI","lowexpr",85,1,0.988,0.61,-3e-04
"SCANB","GGI","random",85,1,0.988,0.6096,1e-04
"SCANB","GGI","weight",85,2,0.976,0.6093,4e-04
"SCANB","GGI","lowexpr",85,2,0.976,0.6099,-2e-04
"SCANB","GGI","random",85,2,0.976,0.6097,0
"SCANB","GGI","weight",85,3,0.965,0.6091,6e-04
"SCANB","GGI","lowexpr",85,3,0.965,0.6099,-2e-04
"SCANB","GGI","random",85,3,0.965,0.6098,-1e-04
"SCANB","GGI","weight",85,4,0.953,0.6094,3e-04
"SCANB","GGI","lowexpr",85,4,0.953,0.6098,-1e-04
"SCANB","GGI","random",85,4,0.953,0.6097,0
"SCANB","GGI","weight",85,5,0.941,0.6094,3e-04
"SCANB","GGI","lowexpr",85,5,0.941,0.6102,-5e-04
"SCANB","GGI","random",85,5,0.941,0.6096,1e-04
"SCANB","GGI","weight",85,6,0.929,0.6093,4e-04
"SCANB","GGI","lowexpr",85,6,0.929,0.6105,-8e-04
"SCANB","GGI","random",85,6,0.929,0.6094,3e-04
"SCANB","GGI","weight",85,7,0.918,0.6094,3e-04
"SCANB","GGI","lowexpr",85,7,0.918,0.6108,-0.0011
"SCANB","GGI","random",85,7,0.918,0.6095,2e-04
"SCANB","GGI","weight",85,8,0.906,0.6094,3e-04
"SCANB","GGI","lowexpr",85,8,0.906,0.611,-0.0013
"SCANB","GGI","random",85,8,0.906,0.6097,0
"SCANB","GGI","weight",85,9,0.894,0.6096,1e-04
"SCANB","GGI","lowexpr",85,9,0.894,0.6111,-0.0014
"SCANB","GGI","random",85,9,0.894,0.6092,5e-04
"SCANB","GGI","weight",85,10,0.882,0.6094,3e-04
"SCANB","GGI","lowexpr",85,10,0.882,0.6108,-0.0011
"SCANB","GGI","random",85,10,0.882,0.6096,1e-04
"SCANB","GGI","weight",85,11,0.871,0.6097,1e-04
"SCANB","GGI","lowexpr",85,11,0.871,0.6112,-0.0015
"SCANB","GGI","random",85,11,0.871,0.6098,-1e-04
"SCANB","GGI","weight",85,12,0.859,0.6098,-1e-04
"SCANB","GGI","lowexpr",85,12,0.859,0.6111,-0.0014
"SCANB","GGI","random",85,12,0.859,0.6096,1e-04
"SCANB","GGI","weight",85,13,0.847,0.6097,0
"SCANB","GGI","lowexpr",85,13,0.847,0.6112,-0.0015
"SCANB","GGI","random",85,13,0.847,0.6098,-1e-04
"SCANB","GGI","weight",85,14,0.835,0.6099,-2e-04
"SCANB","GGI","lowexpr",85,14,0.835,0.6111,-0.0014
"SCANB","GGI","random",85,14,0.835,0.61,-3e-04
"SCANB","GGI","weight",85,15,0.824,0.6103,-6e-04
"SCANB","GGI","lowexpr",85,15,0.824,0.6112,-0.0015
"SCANB","GGI","random",85,15,0.824,0.6096,2e-04
"SCANB","GGI","weight",85,16,0.812,0.6109,-0.0012
"SCANB","GGI","lowexpr",85,16,0.812,0.6113,-0.0016
"SCANB","GGI","random",85,16,0.812,0.6097,0
"SCANB","GGI","weight",85,17,0.8,0.6109,-0.0012
"SCANB","GGI","lowexpr",85,17,0.8,0.6115,-0.0018
"SCANB","GGI","random",85,17,0.8,0.6094,3e-04
"SCANB","GGI","weight",85,18,0.788,0.611,-0.0013
"SCANB","GGI","lowexpr",85,18,0.788,0.6118,-0.0021
"SCANB","GGI","random",85,18,0.788,0.61,-3e-04
"SCANB","GGI","weight",85,19,0.776,0.6108,-0.0011
"SCANB","GGI","lowexpr",85,19,0.776,0.6118,-0.002
"SCANB","GGI","random",85,19,0.776,0.6097,0
"SCANB","GGI","weight",85,20,0.765,0.6104,-7e-04
"SCANB","GGI","lowexpr",85,20,0.765,0.6118,-0.0021
"SCANB","GGI","random",85,20,0.765,0.6097,0
"SCANB","GGI","weight",85,21,0.753,0.6108,-0.0011
"SCANB","GGI","lowexpr",85,21,0.753,0.6119,-0.0021
"SCANB","GGI","random",85,21,0.753,0.6089,8e-04
"SCANB","GGI","weight",85,22,0.741,0.6113,-0.0015
"SCANB","GGI","lowexpr",85,22,0.741,0.612,-0.0023
"SCANB","GGI","random",85,22,0.741,0.6099,-2e-04
"SCANB","GGI","weight",85,23,0.729,0.6114,-0.0017
"SCANB","GGI","lowexpr",85,23,0.729,0.6123,-0.0025
"SCANB","GGI","random",85,23,0.729,0.609,7e-04
"SCANB","GGI","weight",85,24,0.718,0.6117,-0.002
"SCANB","GGI","lowexpr",85,24,0.718,0.6124,-0.0027
"SCANB","GGI","random",85,24,0.718,0.6095,3e-04
"SCANB","GGI","weight",85,25,0.706,0.6125,-0.0027
"SCANB","GGI","lowexpr",85,25,0.706,0.6125,-0.0028
"SCANB","GGI","random",85,25,0.706,0.6096,1e-04
"SCANB","GGI","weight",85,26,0.694,0.6123,-0.0026
"SCANB","GGI","lowexpr",85,26,0.694,0.6126,-0.0029
"SCANB","GGI","random",85,26,0.694,0.6089,8e-04
"SCANB","GGI","weight",85,27,0.682,0.6126,-0.0029
"SCANB","GGI","lowexpr",85,27,0.682,0.613,-0.0033
"SCANB","GGI","random",85,27,0.682,0.6095,2e-04
"SCANB","GGI","weight",85,28,0.671,0.6125,-0.0028
"SCANB","GGI","lowexpr",85,28,0.671,0.6134,-0.0037
"SCANB","GGI","random",85,28,0.671,0.6094,3e-04
"SCANB","GGI","weight",85,29,0.659,0.6125,-0.0028
"SCANB","GGI","lowexpr",85,29,0.659,0.6131,-0.0034
"SCANB","GGI","random",85,29,0.659,0.6091,6e-04
"SCANB","GGI","weight",85,30,0.647,0.6126,-0.0029
"SCANB","GGI","lowexpr",85,30,0.647,0.6133,-0.0036
"SCANB","GGI","random",85,30,0.647,0.6092,5e-04
"SCANB","GGI","weight",85,31,0.635,0.6122,-0.0025
"SCANB","GGI","lowexpr",85,31,0.635,0.6134,-0.0037
"SCANB","GGI","random",85,31,0.635,0.6098,-1e-04
"SCANB","GGI","weight",85,32,0.624,0.6126,-0.0028
"SCANB","GGI","lowexpr",85,32,0.624,0.6138,-0.0041
"SCANB","GGI","random",85,32,0.624,0.6098,-1e-04
"SCANB","GGI","weight",85,33,0.612,0.6133,-0.0036
"SCANB","GGI","lowexpr",85,33,0.612,0.6143,-0.0046
"SCANB","GGI","random",85,33,0.612,0.6092,5e-04
"SCANB","GGI","weight",85,34,0.6,0.6132,-0.0035
"SCANB","GGI","lowexpr",85,34,0.6,0.6144,-0.0047
"SCANB","GGI","random",85,34,0.6,0.6095,2e-04
"SCANB","GGI","weight",85,35,0.588,0.6136,-0.0039
"SCANB","GGI","lowexpr",85,35,0.588,0.6146,-0.0049
"SCANB","GGI","random",85,35,0.588,0.6093,4e-04
"SCANB","GGI","weight",85,36,0.576,0.6139,-0.0042
"SCANB","GGI","lowexpr",85,36,0.576,0.6148,-0.0051
"SCANB","GGI","random",85,36,0.576,0.6098,0
"SCANB","GGI","weight",85,37,0.565,0.6141,-0.0044
"SCANB","GGI","lowexpr",85,37,0.565,0.6149,-0.0052
"SCANB","GGI","random",85,37,0.565,0.6095,2e-04
"SCANB","GGI","weight",85,38,0.553,0.6144,-0.0047
"SCANB","GGI","lowexpr",85,38,0.553,0.6137,-0.004
"SCANB","GGI","random",85,38,0.553,0.6084,0.0013
"SCANB","GGI","weight",85,39,0.541,0.615,-0.0053
"SCANB","GGI","lowexpr",85,39,0.541,0.6141,-0.0044
"SCANB","GGI","random",85,39,0.541,0.61,-3e-04
"SCANB","GGI","weight",85,40,0.529,0.6148,-0.0051
"SCANB","GGI","lowexpr",85,40,0.529,0.6146,-0.0049
"SCANB","GGI","random",85,40,0.529,0.6084,0.0013
"SCANB","GGI","weight",85,41,0.518,0.615,-0.0053
"SCANB","GGI","lowexpr",85,41,0.518,0.6146,-0.0049
"SCANB","GGI","random",85,41,0.518,0.6102,-5e-04
"SCANB","GGI","weight",85,42,0.506,0.6152,-0.0055
"SCANB","GGI","lowexpr",85,42,0.506,0.6134,-0.0037
"SCANB","GGI","random",85,42,0.506,0.6096,1e-04
"SCANB","GGI","weight",85,43,0.494,0.615,-0.0053
"SCANB","GGI","lowexpr",85,43,0.494,0.6142,-0.0045
"SCANB","GGI","random",85,43,0.494,0.6095,2e-04
"SCANB","GGI","weight",85,44,0.482,0.6155,-0.0058
"SCANB","GGI","lowexpr",85,44,0.482,0.6136,-0.0039
"SCANB","GGI","random",85,44,0.482,0.6097,0
"SCANB","GGI","weight",85,45,0.471,0.6159,-0.0062
"SCANB","GGI","lowexpr",85,45,0.471,0.6136,-0.0039
"SCANB","GGI","random",85,45,0.471,0.6082,0.0016
"SCANB","GGI","weight",85,46,0.459,0.6161,-0.0064
"SCANB","GGI","lowexpr",85,46,0.459,0.614,-0.0043
"SCANB","GGI","random",85,46,0.459,0.6086,0.0011
"SCANB","GGI","weight",85,47,0.447,0.6164,-0.0067
"SCANB","GGI","lowexpr",85,47,0.447,0.614,-0.0043
"SCANB","GGI","random",85,47,0.447,0.6098,-1e-04
"SCANB","GGI","weight",85,48,0.435,0.6163,-0.0066
"SCANB","GGI","lowexpr",85,48,0.435,0.613,-0.0033
"SCANB","GGI","random",85,48,0.435,0.6104,-7e-04
"SCANB","GGI","weight",85,49,0.424,0.6167,-0.007
"SCANB","GGI","lowexpr",85,49,0.424,0.6134,-0.0037
"SCANB","GGI","random",85,49,0.424,0.6093,4e-04
"SCANB","GGI","weight",85,50,0.412,0.6174,-0.0077
"SCANB","GGI","lowexpr",85,50,0.412,0.6137,-0.0039
"SCANB","GGI","random",85,50,0.412,0.61,-2e-04
"SCANB","GGI","weight",85,51,0.4,0.6177,-0.008
"SCANB","GGI","lowexpr",85,51,0.4,0.6145,-0.0048
"SCANB","GGI","random",85,51,0.4,0.6087,0.001
"SCANB","GGI","weight",85,52,0.388,0.6178,-0.008
"SCANB","GGI","lowexpr",85,52,0.388,0.6152,-0.0055
"SCANB","GGI","random",85,52,0.388,0.6103,-6e-04
"SCANB","GGI","weight",85,53,0.376,0.6188,-0.0091
"SCANB","GGI","lowexpr",85,53,0.376,0.6159,-0.0062
"SCANB","GGI","random",85,53,0.376,0.6083,0.0014
"SCANB","GGI","weight",85,54,0.365,0.6192,-0.0095
"SCANB","GGI","lowexpr",85,54,0.365,0.6148,-0.0051
"SCANB","GGI","random",85,54,0.365,0.6087,0.001
"SCANB","GGI","weight",85,55,0.353,0.6177,-0.008
"SCANB","GGI","lowexpr",85,55,0.353,0.615,-0.0053
"SCANB","GGI","random",85,55,0.353,0.6095,2e-04
"SCANB","GGI","weight",85,56,0.341,0.6163,-0.0066
"SCANB","GGI","lowexpr",85,56,0.341,0.6151,-0.0054
"SCANB","GGI","random",85,56,0.341,0.6087,0.001
"SCANB","GGI","weight",85,57,0.329,0.6165,-0.0068
"SCANB","GGI","lowexpr",85,57,0.329,0.6157,-0.006
"SCANB","GGI","random",85,57,0.329,0.6081,0.0016
"SCANB","GGI","weight",85,58,0.318,0.6169,-0.0072
"SCANB","GGI","lowexpr",85,58,0.318,0.6166,-0.0069
"SCANB","GGI","random",85,58,0.318,0.6095,2e-04
"SCANB","GGI","weight",85,59,0.306,0.6176,-0.0079
"SCANB","GGI","lowexpr",85,59,0.306,0.6144,-0.0047
"SCANB","GGI","random",85,59,0.306,0.6102,-5e-04
"SCANB","GGI","weight",85,60,0.294,0.6184,-0.0087
"SCANB","GGI","lowexpr",85,60,0.294,0.616,-0.0063
"SCANB","GGI","random",85,60,0.294,0.6085,0.0013
"SCANB","GGI","weight",85,61,0.282,0.6189,-0.0092
"SCANB","GGI","lowexpr",85,61,0.282,0.617,-0.0073
"SCANB","GGI","random",85,61,0.282,0.6076,0.0021
"SCANB","GGI","weight",85,62,0.271,0.6195,-0.0098
"SCANB","GGI","lowexpr",85,62,0.271,0.6159,-0.0062
"SCANB","GGI","random",85,62,0.271,0.6085,0.0012
"SCANB","GGI","weight",85,63,0.259,0.6193,-0.0096
"SCANB","GGI","lowexpr",85,63,0.259,0.6178,-0.0081
"SCANB","GGI","random",85,63,0.259,0.608,0.0017
"SCANB","GGI","weight",85,64,0.247,0.6192,-0.0095
"SCANB","GGI","lowexpr",85,64,0.247,0.6191,-0.0094
"SCANB","GGI","random",85,64,0.247,0.6087,0.001
"SCANB","GGI","weight",85,65,0.235,0.6205,-0.0107
"SCANB","GGI","lowexpr",85,65,0.235,0.6165,-0.0068
"SCANB","GGI","random",85,65,0.235,0.6085,0.0012
"SCANB","GGI","weight",85,66,0.224,0.6218,-0.0121
"SCANB","GGI","lowexpr",85,66,0.224,0.6126,-0.0029
"SCANB","GGI","random",85,66,0.224,0.6084,0.0013
"SCANB","GGI","weight",85,67,0.212,0.6214,-0.0117
"SCANB","GGI","lowexpr",85,67,0.212,0.6125,-0.0028
"SCANB","GGI","random",85,67,0.212,0.6075,0.0022
"SCANB","GGI","weight",85,68,0.2,0.6213,-0.0116
"SCANB","GGI","lowexpr",85,68,0.2,0.6117,-0.002
"SCANB","GGI","random",85,68,0.2,0.6084,0.0013
"SCANB","GGI","weight",85,69,0.188,0.6209,-0.0112
"SCANB","GGI","lowexpr",85,69,0.188,0.6146,-0.0049
"SCANB","GGI","random",85,69,0.188,0.6079,0.0018
"SCANB","GGI","weight",85,70,0.176,0.6209,-0.0112
"SCANB","GGI","lowexpr",85,70,0.176,0.6154,-0.0057
"SCANB","GGI","random",85,70,0.176,0.6103,-6e-04
"SCANB","GGI","weight",85,71,0.165,0.6218,-0.0121
"SCANB","GGI","lowexpr",85,71,0.165,0.6145,-0.0048
"SCANB","GGI","random",85,71,0.165,0.607,0.0027
"SCANB","GGI","weight",85,72,0.153,0.6219,-0.0122
"SCANB","GGI","lowexpr",85,72,0.153,0.6143,-0.0046
"SCANB","GGI","random",85,72,0.153,0.6078,0.0019
"SCANB","GGI","weight",85,73,0.141,0.6188,-0.0091
"SCANB","GGI","lowexpr",85,73,0.141,0.6146,-0.0049
"SCANB","GGI","random",85,73,0.141,0.6065,0.0032
"SCANB","GGI","weight",85,74,0.129,0.6198,-0.0101
"SCANB","GGI","lowexpr",85,74,0.129,0.6116,-0.0019
"SCANB","GGI","random",85,74,0.129,0.6084,0.0013
"SCANB","GGI","weight",85,75,0.118,0.62,-0.0103
"SCANB","GGI","lowexpr",85,75,0.118,0.6107,-0.001
"SCANB","GGI","random",85,75,0.118,0.6062,0.0035
"SCANB","GGI","weight",85,76,0.106,0.6227,-0.013
"SCANB","GGI","lowexpr",85,76,0.106,0.6096,1e-04
"SCANB","GGI","random",85,76,0.106,0.6098,-1e-04
"SCANB","GGI","weight",85,77,0.094,0.6209,-0.0112
"SCANB","GGI","lowexpr",85,77,0.094,0.6017,0.008
"SCANB","GGI","random",85,77,0.094,0.6076,0.0021
"SCANB","GGI","weight",85,78,0.082,0.6202,-0.0105
"SCANB","GGI","lowexpr",85,78,0.082,0.6077,0.002
"SCANB","GGI","random",85,78,0.082,0.6052,0.0045
"SCANB","GGI","weight",85,79,0.071,0.6138,-0.0041
"SCANB","GGI","lowexpr",85,79,0.071,0.597,0.0127
"SCANB","GGI","random",85,79,0.071,0.6046,0.0051
"SCANB","GGI","weight",85,80,0.059,0.621,-0.0113
"SCANB","GGI","lowexpr",85,80,0.059,0.5981,0.0116
"SCANB","GGI","random",85,80,0.059,0.6043,0.0054
"SCANB","GGI","weight",85,81,0.047,0.6151,-0.0054
"SCANB","GGI","lowexpr",85,81,0.047,0.5974,0.0123
"SCANB","GGI","random",85,81,0.047,0.6072,0.0025
"SCANB","GGI","weight",85,82,0.035,0.6115,-0.0018
"SCANB","GGI","lowexpr",85,82,0.035,0.5921,0.0176
"SCANB","GGI","random",85,82,0.035,0.6034,0.0063
"SCANB","MammaPrint","full",39,0,1,0.6238,0
"SCANB","MammaPrint","weight",39,1,0.974,0.6281,-0.0042
"SCANB","MammaPrint","lowexpr",39,1,0.974,0.6244,-6e-04
"SCANB","MammaPrint","random",39,1,0.974,0.6235,3e-04
"SCANB","MammaPrint","weight",39,2,0.949,0.6289,-0.0051
"SCANB","MammaPrint","lowexpr",39,2,0.949,0.6215,0.0023
"SCANB","MammaPrint","random",39,2,0.949,0.624,-2e-04
"SCANB","MammaPrint","weight",39,3,0.923,0.6276,-0.0038
"SCANB","MammaPrint","lowexpr",39,3,0.923,0.6223,0.0015
"SCANB","MammaPrint","random",39,3,0.923,0.6225,0.0013
"SCANB","MammaPrint","weight",39,4,0.897,0.6251,-0.0013
"SCANB","MammaPrint","lowexpr",39,4,0.897,0.6221,0.0017
"SCANB","MammaPrint","random",39,4,0.897,0.6229,9e-04
"SCANB","MammaPrint","weight",39,5,0.872,0.624,-1e-04
"SCANB","MammaPrint","lowexpr",39,5,0.872,0.6227,0.0011
"SCANB","MammaPrint","random",39,5,0.872,0.6239,0
"SCANB","MammaPrint","weight",39,6,0.846,0.6243,-5e-04
"SCANB","MammaPrint","lowexpr",39,6,0.846,0.622,0.0018
"SCANB","MammaPrint","random",39,6,0.846,0.623,8e-04
"SCANB","MammaPrint","weight",39,7,0.821,0.6226,0.0012
"SCANB","MammaPrint","lowexpr",39,7,0.821,0.6224,0.0014
"SCANB","MammaPrint","random",39,7,0.821,0.6238,0
"SCANB","MammaPrint","weight",39,8,0.795,0.6234,4e-04
"SCANB","MammaPrint","lowexpr",39,8,0.795,0.6219,0.0019
"SCANB","MammaPrint","random",39,8,0.795,0.6219,0.0019
"SCANB","MammaPrint","weight",39,9,0.769,0.6215,0.0023
"SCANB","MammaPrint","lowexpr",39,9,0.769,0.6192,0.0046
"SCANB","MammaPrint","random",39,9,0.769,0.622,0.0019
"SCANB","MammaPrint","weight",39,10,0.744,0.6234,4e-04
"SCANB","MammaPrint","lowexpr",39,10,0.744,0.62,0.0039
"SCANB","MammaPrint","random",39,10,0.744,0.6223,0.0015
"SCANB","MammaPrint","weight",39,11,0.718,0.6225,0.0014
"SCANB","MammaPrint","lowexpr",39,11,0.718,0.6207,0.0031
"SCANB","MammaPrint","random",39,11,0.718,0.6221,0.0017
"SCANB","MammaPrint","weight",39,12,0.692,0.6228,0.001
"SCANB","MammaPrint","lowexpr",39,12,0.692,0.6186,0.0052
"SCANB","MammaPrint","random",39,12,0.692,0.6222,0.0016
"SCANB","MammaPrint","weight",39,13,0.667,0.6236,2e-04
"SCANB","MammaPrint","lowexpr",39,13,0.667,0.6259,-0.0021
"SCANB","MammaPrint","random",39,13,0.667,0.6215,0.0023
"SCANB","MammaPrint","weight",39,14,0.641,0.621,0.0028
"SCANB","MammaPrint","lowexpr",39,14,0.641,0.6253,-0.0015
"SCANB","MammaPrint","random",39,14,0.641,0.6207,0.0032
"SCANB","MammaPrint","weight",39,15,0.615,0.6221,0.0017
"SCANB","MammaPrint","lowexpr",39,15,0.615,0.6234,4e-04
"SCANB","MammaPrint","random",39,15,0.615,0.6223,0.0016
"SCANB","MammaPrint","weight",39,16,0.59,0.6177,0.0061
"SCANB","MammaPrint","lowexpr",39,16,0.59,0.6229,9e-04
"SCANB","MammaPrint","random",39,16,0.59,0.6223,0.0015
"SCANB","MammaPrint","weight",39,17,0.564,0.6164,0.0074
"SCANB","MammaPrint","lowexpr",39,17,0.564,0.6261,-0.0023
"SCANB","MammaPrint","random",39,17,0.564,0.6209,0.0029
"SCANB","MammaPrint","weight",39,18,0.538,0.6152,0.0086
"SCANB","MammaPrint","lowexpr",39,18,0.538,0.6257,-0.0019
"SCANB","MammaPrint","random",39,18,0.538,0.6182,0.0056
"SCANB","MammaPrint","weight",39,19,0.513,0.6131,0.0107
"SCANB","MammaPrint","lowexpr",39,19,0.513,0.6244,-5e-04
"SCANB","MammaPrint","random",39,19,0.513,0.6191,0.0048
"SCANB","MammaPrint","weight",39,20,0.487,0.6138,0.01
"SCANB","MammaPrint","lowexpr",39,20,0.487,0.628,-0.0042
"SCANB","MammaPrint","random",39,20,0.487,0.6197,0.0042
"SCANB","MammaPrint","weight",39,21,0.462,0.6143,0.0095
"SCANB","MammaPrint","lowexpr",39,21,0.462,0.6273,-0.0035
"SCANB","MammaPrint","random",39,21,0.462,0.6218,0.002
"SCANB","MammaPrint","weight",39,22,0.436,0.6099,0.0139
"SCANB","MammaPrint","lowexpr",39,22,0.436,0.6256,-0.0018
"SCANB","MammaPrint","random",39,22,0.436,0.6207,0.0031
"SCANB","MammaPrint","weight",39,23,0.41,0.6114,0.0124
"SCANB","MammaPrint","lowexpr",39,23,0.41,0.6237,2e-04
"SCANB","MammaPrint","random",39,23,0.41,0.6195,0.0043
"SCANB","MammaPrint","weight",39,24,0.385,0.6084,0.0154
"SCANB","MammaPrint","lowexpr",39,24,0.385,0.6253,-0.0015
"SCANB","MammaPrint","random",39,24,0.385,0.6198,0.004
"SCANB","MammaPrint","weight",39,25,0.359,0.607,0.0168
"SCANB","MammaPrint","lowexpr",39,25,0.359,0.6284,-0.0046
