"cohort","sig","loss","n_genes","n_removed","frac_retained","cindex","drift"
"GSE1456","OncotypeDX","lowexpr",15,9,0.4,0.6545,0.0353
"GSE1456","OncotypeDX","random",15,9,0.4,0.6453,0.0445
"GSE1456","OncotypeDX","weight",15,10,0.333,0.5695,0.1203
"GSE1456","OncotypeDX","lowexpr",15,10,0.333,0.5089,0.1809
"GSE1456","OncotypeDX","random",15,10,0.333,0.6316,0.0582
"GSE1456","OncotypeDX","weight",15,11,0.267,0.527,0.1628
"GSE1456","OncotypeDX","lowexpr",15,11,0.267,0.5004,0.1894
"GSE1456","OncotypeDX","random",15,11,0.267,0.6297,0.0601
"GSE1456","OncotypeDX","weight",15,12,0.2,0.5937,0.0961
"GSE1456","OncotypeDX","lowexpr",15,12,0.2,0.4738,0.216
"GSE1456","OncotypeDX","random",15,12,0.2,0.6143,0.0754
"GSE1456","GGI","full",89,0,1,0.6706,0
"GSE1456","GGI","weight",89,1,0.989,0.6695,0.0011
"GSE1456","GGI","lowexpr",89,1,0.989,0.6701,6e-04
"GSE1456","GGI","random",89,1,0.989,0.6705,1e-04
"GSE1456","GGI","weight",89,2,0.978,0.6697,9e-04
"GSE1456","GGI","lowexpr",89,2,0.978,0.6708,-2e-04
"GSE1456","GGI","random",89,2,0.978,0.6705,1e-04
"GSE1456","GGI","weight",89,3,0.966,0.6693,0.0013
"GSE1456","GGI","lowexpr",89,3,0.966,0.6704,2e-04
"GSE1456","GGI","random",89,3,0.966,0.6708,-2e-04
"GSE1456","GGI","weight",89,4,0.955,0.6695,0.0011
"GSE1456","GGI","lowexpr",89,4,0.955,0.6693,0.0013
"GSE1456","GGI","random",89,4,0.955,0.6711,-4e-04
"GSE1456","GGI","weight",89,5,0.944,0.6686,0.002
"GSE1456","GGI","lowexpr",89,5,0.944,0.6682,0.0024
"GSE1456","GGI","random",89,5,0.944,0.6706,0
"GSE1456","GGI","weight",89,6,0.933,0.6699,7e-04
"GSE1456","GGI","lowexpr",89,6,0.933,0.6677,0.003
"GSE1456","GGI","random",89,6,0.933,0.6707,-1e-04
"GSE1456","GGI","weight",89,7,0.921,0.6706,0
"GSE1456","GGI","lowexpr",89,7,0.921,0.669,0.0017
"GSE1456","GGI","random",89,7,0.921,0.6704,2e-04
"GSE1456","GGI","weight",89,8,0.91,0.6714,-7e-04
"GSE1456","GGI","lowexpr",89,8,0.91,0.669,0.0017
"GSE1456","GGI","random",89,8,0.91,0.6709,-3e-04
"GSE1456","GGI","weight",89,9,0.899,0.6712,-6e-04
"GSE1456","GGI","lowexpr",89,9,0.899,0.6693,0.0013
"GSE1456","GGI","random",89,9,0.899,0.6712,-5e-04
"GSE1456","GGI","weight",89,10,0.888,0.6714,-7e-04
"GSE1456","GGI","lowexpr",89,10,0.888,0.6693,0.0013
"GSE1456","GGI","random",89,10,0.888,0.6709,-3e-04
"GSE1456","GGI","weight",89,11,0.876,0.6704,2e-04
"GSE1456","GGI","lowexpr",89,11,0.876,0.6691,0.0015
"GSE1456","GGI","random",89,11,0.876,0.6709,-2e-04
"GSE1456","GGI","weight",89,12,0.865,0.6708,-2e-04
"GSE1456","GGI","lowexpr",89,12,0.865,0.6704,2e-04
"GSE1456","GGI","random",89,12,0.865,0.6703,3e-04
"GSE1456","GGI","weight",89,13,0.854,0.6714,-7e-04
"GSE1456","GGI","lowexpr",89,13,0.854,0.6716,-9e-04
"GSE1456","GGI","random",89,13,0.854,0.6708,-2e-04
"GSE1456","GGI","weight",89,14,0.843,0.6714,-7e-04
"GSE1456","GGI","lowexpr",89,14,0.843,0.6738,-0.0032
"GSE1456","GGI","random",89,14,0.843,0.6711,-4e-04
"GSE1456","GGI","weight",89,15,0.831,0.6708,-2e-04
"GSE1456","GGI","lowexpr",89,15,0.831,0.6725,-0.0019
"GSE1456","GGI","random",89,15,0.831,0.6706,0
"GSE1456","GGI","weight",89,16,0.82,0.6699,7e-04
"GSE1456","GGI","lowexpr",89,16,0.82,0.6714,-7e-04
"GSE1456","GGI","random",89,16,0.82,0.6711,-4e-04
"GSE1456","GGI","weight",89,17,0.809,0.6699,7e-04
"GSE1456","GGI","lowexpr",89,17,0.809,0.6695,0.0011
"GSE1456","GGI","random",89,17,0.809,0.6712,-6e-04
"GSE1456","GGI","weight",89,18,0.798,0.6697,9e-04
"GSE1456","GGI","lowexpr",89,18,0.798,0.6691,0.0015
"GSE1456","GGI","random",89,18,0.798,0.6708,-2e-04
"GSE1456","GGI","weight",89,19,0.787,0.6697,9e-04
"GSE1456","GGI","lowexpr",89,19,0.787,0.6686,0.002
"GSE1456","GGI","random",89,19,0.787,0.6714,-7e-04
"GSE1456","GGI","weight",89,20,0.775,0.6697,9e-04
"GSE1456","GGI","lowexpr",89,20,0.775,0.6706,0
"GSE1456","GGI","random",89,20,0.775,0.6708,-1e-04
"GSE1456","GGI","weight",89,21,0.764,0.6695,0.0011
"GSE1456","GGI","lowexpr",89,21,0.764,0.6708,-2e-04
"GSE1456","GGI","random",89,21,0.764,0.6711,-4e-04
"GSE1456","GGI","weight",89,22,0.753,0.6699,7e-04
"GSE1456","GGI","lowexpr",89,22,0.753,0.671,-4e-04
"GSE1456","GGI","random",89,22,0.753,0.6715,-8e-04
"GSE1456","GGI","weight",89,23,0.742,0.6697,9e-04
"GSE1456","GGI","lowexpr",89,23,0.742,0.6727,-0.002
"GSE1456","GGI","random",89,23,0.742,0.6712,-5e-04
"GSE1456","GGI","weight",89,24,0.73,0.6697,9e-04
"GSE1456","GGI","lowexpr",89,24,0.73,0.6721,-0.0015
"GSE1456","GGI","random",89,24,0.73,0.6706,0
"GSE1456","GGI","weight",89,25,0.719,0.6684,0.0022
"GSE1456","GGI","lowexpr",89,25,0.719,0.6719,-0.0013
"GSE1456","GGI","random",89,25,0.719,0.671,-4e-04
"GSE1456","GGI","weight",89,26,0.708,0.6693,0.0013
"GSE1456","GGI","lowexpr",89,26,0.708,0.6716,-9e-04
"GSE1456","GGI","random",89,26,0.708,0.6702,4e-04
"GSE1456","GGI","weight",89,27,0.697,0.6684,0.0022
"GSE1456","GGI","lowexpr",89,27,0.697,0.671,-4e-04
"GSE1456","GGI","random",89,27,0.697,0.671,-3e-04
"GSE1456","GGI","weight",89,28,0.685,0.6691,0.0015
"GSE1456","GGI","lowexpr",89,28,0.685,0.6706,0
"GSE1456","GGI","random",89,28,0.685,0.6713,-7e-04
"GSE1456","GGI","weight",89,29,0.674,0.6693,0.0013
"GSE1456","GGI","lowexpr",89,29,0.674,0.6708,-2e-04
"GSE1456","GGI","random",89,29,0.674,0.6712,-5e-04
"GSE1456","GGI","weight",89,30,0.663,0.6669,0.0037
"GSE1456","GGI","lowexpr",89,30,0.663,0.6704,2e-04
"GSE1456","GGI","random",89,30,0.663,0.6707,0
"GSE1456","GGI","weight",89,31,0.652,0.6677,0.003
"GSE1456","GGI","lowexpr",89,31,0.652,0.6701,6e-04
"GSE1456","GGI","random",89,31,0.652,0.6719,-0.0012
"GSE1456","GGI","weight",89,32,0.64,0.6684,0.0022
"GSE1456","GGI","lowexpr",89,32,0.64,0.6701,6e-04
"GSE1456","GGI","random",89,32,0.64,0.6713,-7e-04
"GSE1456","GGI","weight",89,33,0.629,0.6682,0.0024
"GSE1456","GGI","lowexpr",89,33,0.629,0.6701,6e-04
"GSE1456","GGI","random",89,33,0.629,0.6712,-5e-04
"GSE1456","GGI","weight",89,34,0.618,0.6704,2e-04
"GSE1456","GGI","lowexpr",89,34,0.618,0.6703,4e-04
"GSE1456","GGI","random",89,34,0.618,0.6707,-1e-04
"GSE1456","GGI","weight",89,35,0.607,0.6704,2e-04
"GSE1456","GGI","lowexpr",89,35,0.607,0.671,-4e-04
"GSE1456","GGI","random",89,35,0.607,0.6715,-8e-04
"GSE1456","GGI","weight",89,36,0.596,0.6716,-9e-04
"GSE1456","GGI","lowexpr",89,36,0.596,0.6712,-6e-04
"GSE1456","GGI","random",89,36,0.596,0.6701,5e-04
"GSE1456","GGI","weight",89,37,0.584,0.6723,-0.0017
"GSE1456","GGI","lowexpr",89,37,0.584,0.6732,-0.0026
"GSE1456","GGI","random",89,37,0.584,0.6702,4e-04
"GSE1456","GGI","weight",89,38,0.573,0.6719,-0.0013
"GSE1456","GGI","lowexpr",89,38,0.573,0.6743,-0.0037
"GSE1456","GGI","random",89,38,0.573,0.6715,-9e-04
"GSE1456","GGI","weight",89,39,0.562,0.671,-4e-04
"GSE1456","GGI","lowexpr",89,39,0.562,0.673,-0.0024
"GSE1456","GGI","random",89,39,0.562,0.6712,-5e-04
"GSE1456","GGI","weight",89,40,0.551,0.6717,-0.0011
"GSE1456","GGI","lowexpr",89,40,0.551,0.6729,-0.0022
"GSE1456","GGI","random",89,40,0.551,0.6699,7e-04
"GSE1456","GGI","weight",89,41,0.539,0.6712,-6e-04
"GSE1456","GGI","lowexpr",89,41,0.539,0.6738,-0.0032
"GSE1456","GGI","random",89,41,0.539,0.6715,-9e-04
"GSE1456","GGI","weight",89,42,0.528,0.6712,-6e-04
"GSE1456","GGI","lowexpr",89,42,0.528,0.6758,-0.0052
"GSE1456","GGI","random",89,42,0.528,0.6711,-5e-04
"GSE1456","GGI","weight",89,43,0.517,0.6714,-7e-04
"GSE1456","GGI","lowexpr",89,43,0.517,0.6755,-0.0048
"GSE1456","GGI","random",89,43,0.517,0.6724,-0.0018
"GSE1456","GGI","weight",89,44,0.506,0.6717,-0.0011
"GSE1456","GGI","lowexpr",89,44,0.506,0.6749,-0.0043
"GSE1456","GGI","random",89,44,0.506,0.6716,-0.001
"GSE1456","GGI","weight",89,45,0.494,0.6708,-2e-04
"GSE1456","GGI","lowexpr",89,45,0.494,0.6743,-0.0037
"GSE1456","GGI","random",89,45,0.494,0.6703,4e-04
"GSE1456","GGI","weight",89,46,0.483,0.6693,0.0013
"GSE1456","GGI","lowexpr",89,46,0.483,0.6729,-0.0022
"GSE1456","GGI","random",89,46,0.483,0.6717,-0.0011
"GSE1456","GGI","weight",89,47,0.472,0.6695,0.0011
"GSE1456","GGI","lowexpr",89,47,0.472,0.674,-0.0033
"GSE1456","GGI","random",89,47,0.472,0.6691,0.0015
"GSE1456","GGI","weight",89,48,0.461,0.6703,4e-04
"GSE1456","GGI","lowexpr",89,48,0.461,0.6721,-0.0015
"GSE1456","GGI","random",89,48,0.461,0.6702,4e-04
"GSE1456","GGI","weight",89,49,0.449,0.6714,-7e-04
"GSE1456","GGI","lowexpr",89,49,0.449,0.6712,-6e-04
"GSE1456","GGI","random",89,49,0.449,0.6694,0.0012
"GSE1456","GGI","weight",89,50,0.438,0.6688,0.0019
"GSE1456","GGI","lowexpr",89,50,0.438,0.6717,-0.0011
"GSE1456","GGI","random",89,50,0.438,0.6691,0.0015
"GSE1456","GGI","weight",89,51,0.427,0.6678,0.0028
"GSE1456","GGI","lowexpr",89,51,0.427,0.6729,-0.0022
"GSE1456","GGI","random",89,51,0.427,0.671,-3e-04
"GSE1456","GGI","weight",89,52,0.416,0.6662,0.0045
"GSE1456","GGI","lowexpr",89,52,0.416,0.6729,-0.0022
"GSE1456","GGI","random",89,52,0.416,0.6716,-0.001
"GSE1456","GGI","weight",89,53,0.404,0.663,0.0076
"GSE1456","GGI","lowexpr",89,53,0.404,0.6749,-0.0043
"GSE1456","GGI","random",89,53,0.404,0.671,-4e-04
"GSE1456","GGI","weight",89,54,0.393,0.663,0.0076
"GSE1456","GGI","lowexpr",89,54,0.393,0.6723,-0.0017
"GSE1456","GGI","random",89,54,0.393,0.6704,2e-04
"GSE1456","GGI","weight",89,55,0.382,0.6639,0.0067
"GSE1456","GGI","lowexpr",89,55,0.382,0.6727,-0.002
"GSE1456","GGI","random",89,55,0.382,0.6703,3e-04
"GSE1456","GGI","weight",89,56,0.371,0.6628,0.0078
"GSE1456","GGI","lowexpr",89,56,0.371,0.6736,-0.003
"GSE1456","GGI","random",89,56,0.371,0.6677,0.0029
"GSE1456","GGI","weight",89,57,0.36,0.6638,0.0069
"GSE1456","GGI","lowexpr",89,57,0.36,0.6736,-0.003
"GSE1456","GGI","random",89,57,0.36,0.6688,0.0018
"GSE1456","GGI","weight",89,58,0.348,0.6634,0.0072
"GSE1456","GGI","lowexpr",89,58,0.348,0.6727,-0.002
"GSE1456","GGI","random",89,58,0.348,0.6692,0.0014
"GSE1456","GGI","weight",89,59,0.337,0.6621,0.0086
"GSE1456","GGI","lowexpr",89,59,0.337,0.6732,-0.0026
"GSE1456","GGI","random",89,59,0.337,0.6708,-2e-04
"GSE1456","GGI","weight",89,60,0.326,0.6619,0.0087
"GSE1456","GGI","lowexpr",89,60,0.326,0.6757,-0.005
"GSE1456","GGI","random",89,60,0.326,0.6695,0.0011
"GSE1456","GGI","weight",89,61,0.315,0.6612,0.0095
"GSE1456","GGI","lowexpr",89,61,0.315,0.6743,-0.0037
"GSE1456","GGI","random",89,61,0.315,0.6683,0.0023
"GSE1456","GGI","weight",89,62,0.303,0.6621,0.0086
"GSE1456","GGI","lowexpr",89,62,0.303,0.6745,-0.0039
"GSE1456","GGI","random",89,62,0.303,0.671,-4e-04
"GSE1456","GGI","weight",89,63,0.292,0.66,0.0106
"GSE1456","GGI","lowexpr",89,63,0.292,0.6736,-0.003
"GSE1456","GGI","random",89,63,0.292,0.6703,4e-04
"GSE1456","GGI","weight",89,64,0.281,0.6572,0.0134
"GSE1456","GGI","lowexpr",89,64,0.281,0.6725,-0.0019
"GSE1456","GGI","random",89,64,0.281,0.6697,9e-04
"GSE1456","GGI","weight",89,65,0.27,0.6567,0.0139
"GSE1456","GGI","lowexpr",89,65,0.27,0.6729,-0.0022
"GSE1456","GGI","random",89,65,0.27,0.6703,3e-04
"GSE1456","GGI","weight",89,66,0.258,0.6571,0.0136
"GSE1456","GGI","lowexpr",89,66,0.258,0.673,-0.0024
"GSE1456","GGI","random",89,66,0.258,0.6667,0.0039
"GSE1456","GGI","weight",89,67,0.247,0.6543,0.0164
"GSE1456","GGI","lowexpr",89,67,0.247,0.6719,-0.0013
"GSE1456","GGI","random",89,67,0.247,0.6682,0.0024
"GSE1456","GGI","weight",89,68,0.236,0.6537,0.0169
"GSE1456","GGI","lowexpr",89,68,0.236,0.6714,-7e-04
"GSE1456","GGI","random",89,68,0.236,0.6695,0.0011
"GSE1456","GGI","weight",89,69,0.225,0.6511,0.0195
"GSE1456","GGI","lowexpr",89,69,0.225,0.6701,6e-04
"GSE1456","GGI","random",89,69,0.225,0.6687,0.002
"GSE1456","GGI","weight",89,70,0.213,0.6474,0.0232
"GSE1456","GGI","lowexpr",89,70,0.213,0.6721,-0.0015
"GSE1456","GGI","random",89,70,0.213,0.6698,8e-04
"GSE1456","GGI","weight",89,71,0.202,0.6413,0.0294
"GSE1456","GGI","lowexpr",89,71,0.202,0.673,-0.0024
"GSE1456","GGI","random",89,71,0.202,0.6701,5e-04
"GSE1456","GGI","weight",89,72,0.191,0.6346,0.0361
"GSE1456","GGI","lowexpr",89,72,0.191,0.6704,2e-04
"GSE1456","GGI","random",89,72,0.191,0.6676,0.003
"GSE1456","GGI","weight",89,73,0.18,0.6279,0.0428
"GSE1456","GGI","lowexpr",89,73,0.18,0.6684,0.0022
"GSE1456","GGI","random",89,73,0.18,0.6655,0.0051
"GSE1456","GGI","weight",89,74,0.169,0.6208,0.0498
"GSE1456","GGI","lowexpr",89,74,0.169,0.6677,0.003
"GSE1456","GGI","random",89,74,0.169,0.6659,0.0047
"GSE1456","GGI","weight",89,75,0.157,0.6195,0.0511
"GSE1456","GGI","lowexpr",89,75,0.157,0.6695,0.0011
"GSE1456","GGI","random",89,75,0.157,0.6667,0.0039
"GSE1456","GGI","weight",89,76,0.146,0.6134,0.0572
"GSE1456","GGI","lowexpr",89,76,0.146,0.6701,6e-04
"GSE1456","GGI","random",89,76,0.146,0.6659,0.0048
"GSE1456","GGI","weight",89,77,0.135,0.595,0.0757
"GSE1456","GGI","lowexpr",89,77,0.135,0.6695,0.0011
"GSE1456","GGI","random",89,77,0.135,0.6675,0.0032
"GSE1456","GGI","weight",89,78,0.124,0.5981,0.0725
"GSE1456","GGI","lowexpr",89,78,0.124,0.6647,0.0059
"GSE1456","GGI","random",89,78,0.124,0.67,7e-04
"GSE1456","GGI","weight",89,79,0.112,0.6002,0.0704
"GSE1456","GGI","lowexpr",89,79,0.112,0.6704,2e-04
"GSE1456","GGI","random",89,79,0.112,0.6645,0.0061
"GSE1456","GGI","weight",89,80,0.101,0.5922,0.0784
"GSE1456","GGI","lowexpr",89,80,0.101,0.6697,9e-04
"GSE1456","GGI","random",89,80,0.101,0.6639,0.0067
"GSE1456","GGI","weight",89,81,0.09,0.5777,0.0929
"GSE1456","GGI","lowexpr",89,81,0.09,0.6723,-0.0017
"GSE1456","GGI","random",89,81,0.09,0.6629,0.0078
"GSE1456","GGI","weight",89,82,0.079,0.5792,0.0914
"GSE1456","GGI","lowexpr",89,82,0.079,0.6706,0
"GSE1456","GGI","random",89,82,0.079,0.6591,0.0115
"GSE1456","GGI","weight",89,83,0.067,0.571,0.0996
"GSE1456","GGI","lowexpr",89,83,0.067,0.6686,0.002
"GSE1456","GGI","random",89,83,0.067,0.6559,0.0148
"GSE1456","GGI","weight",89,84,0.056,0.5587,0.1119
"GSE1456","GGI","lowexpr",89,84,0.056,0.6671,0.0035
"GSE1456","GGI","random",89,84,0.056,0.652,0.0186
"GSE1456","GGI","weight",89,85,0.045,0.545,0.1257
"GSE1456","GGI","lowexpr",89,85,0.045,0.6665,0.0041
"GSE1456","GGI","random",89,85,0.045,0.6469,0.0237
"GSE1456","GGI","weight",89,86,0.034,0.5426,0.1281
"GSE1456","GGI","lowexpr",89,86,0.034,0.6714,-7e-04
"GSE1456","GGI","random",89,86,0.034,0.6431,0.0275
"GSE1456","MammaPrint","full",37,0,1,0.6738,0
"GSE1456","MammaPrint","weight",37,1,0.973,0.6727,0.0011
"GSE1456","MammaPrint","lowexpr",37,1,0.973,0.6688,0.005
"GSE1456","MammaPrint","random",37,1,0.973,0.6724,0.0014
"GSE1456","MammaPrint","weight",37,2,0.946,0.6701,0.0037
"GSE1456","MammaPrint","lowexpr",37,2,0.946,0.6712,0.0026
"GSE1456","MammaPrint","random",37,2,0.946,0.6729,9e-04
"GSE1456","MammaPrint","weight",37,3,0.919,0.6719,0.0019
"GSE1456","MammaPrint","lowexpr",37,3,0.919,0.6729,9e-04
"GSE1456","MammaPrint","random",37,3,0.919,0.6703,0.0035
"GSE1456","MammaPrint","weight",37,4,0.892,0.6716,0.0022
"GSE1456","MammaPrint","lowexpr",37,4,0.892,0.6703,0.0035
"GSE1456","MammaPrint","random",37,4,0.892,0.6712,0.0026
"GSE1456","MammaPrint","weight",37,5,0.865,0.669,0.0048
"GSE1456","MammaPrint","lowexpr",37,5,0.865,0.6688,0.005
"GSE1456","MammaPrint","random",37,5,0.865,0.6725,0.0013
"GSE1456","MammaPrint","weight",37,6,0.838,0.6699,0.0039
"GSE1456","MammaPrint","lowexpr",37,6,0.838,0.6768,-0.003
"GSE1456","MammaPrint","random",37,6,0.838,0.6687,0.0051
"GSE1456","MammaPrint","weight",37,7,0.811,0.6771,-0.0033
"GSE1456","MammaPrint","lowexpr",37,7,0.811,0.6762,-0.0024
"GSE1456","MammaPrint","random",37,7,0.811,0.6702,0.0036
"GSE1456","MammaPrint","weight",37,8,0.784,0.6861,-0.0123
"GSE1456","MammaPrint","lowexpr",37,8,0.784,0.6799,-0.0061
"GSE1456","MammaPrint","random",37,8,0.784,0.6708,0.003
"GSE1456","MammaPrint","weight",37,9,0.757,0.6827,-0.0089
"GSE1456","MammaPrint","lowexpr",37,9,0.757,0.6736,2e-04
"GSE1456","MammaPrint","random",37,9,0.757,0.6667,0.0071
"GSE1456","MammaPrint","weight",37,10,0.73,0.684,-0.0102
"GSE1456","MammaPrint","lowexpr",37,10,0.73,0.6727,0.0011
"GSE1456","MammaPrint","random",37,10,0.73,0.6677,0.0061
"GSE1456","MammaPrint","weight",37,11,0.703,0.6857,-0.0119
"GSE1456","MammaPrint","lowexpr",37,11,0.703,0.6729,9e-04
"GSE1456","MammaPrint","random",37,11,0.703,0.663,0.0108
"GSE1456","MammaPrint","weight",37,12,0.676,0.6868,-0.013
"GSE1456","MammaPrint","lowexpr",37,12,0.676,0.6697,0.0041
"GSE1456","MammaPrint","random",37,12,0.676,0.6681,0.0057
"GSE1456","MammaPrint","weight",37,13,0.649,0.6879,-0.0141
"GSE1456","MammaPrint","lowexpr",37,13,0.649,0.668,0.0058
"GSE1456","MammaPrint","random",37,13,0.649,0.6666,0.0072
"GSE1456","MammaPrint","weight",37,14,0.622,0.6933,-0.0195
"GSE1456","MammaPrint","lowexpr",37,14,0.622,0.6673,0.0065
"GSE1456","MammaPrint","random",37,14,0.622,0.6608,0.013
"GSE1456","MammaPrint","weight",37,15,0.595,0.6926,-0.0188
"GSE1456","MammaPrint","lowexpr",37,15,0.595,0.6654,0.0084
"GSE1456","MammaPrint","random",37,15,0.595,0.6613,0.0125
"GSE1456","MammaPrint","weight",37,16,0.568,0.6918,-0.018
"GSE1456","MammaPrint","lowexpr",37,16,0.568,0.6651,0.0087
"GSE1456","MammaPrint","random",37,16,0.568,0.6611,0.0127
"GSE1456","MammaPrint","weight",37,17,0.541,0.684,-0.0102
"GSE1456","MammaPrint","lowexpr",37,17,0.541,0.6604,0.0134
"GSE1456","MammaPrint","random",37,17,0.541,0.6618,0.012
"GSE1456","MammaPrint","weight",37,18,0.514,0.6812,-0.0074
"GSE1456","MammaPrint","lowexpr",37,18,0.514,0.6589,0.0149
"GSE1456","MammaPrint","random",37,18,0.514,0.6594,0.0144
"GSE1456","MammaPrint","weight",37,19,0.486,0.6907,-0.0169
"GSE1456","MammaPrint","lowexpr",37,19,0.486,0.6563,0.0175
"GSE1456","MammaPrint","random",37,19,0.486,0.6624,0.0114
"GSE1456","MammaPrint","weight",37,20,0.459,0.6862,-0.0125
"GSE1456","MammaPrint","lowexpr",37,20,0.459,0.6606,0.0132
"GSE1456","MammaPrint","random",37,20,0.459,0.66,0.0138
"GSE1456","MammaPrint","weight",37,21,0.432,0.687,-0.0132
"GSE1456","MammaPrint","lowexpr",37,21,0.432,0.6591,0.0147
"GSE1456","MammaPrint","random",37,21,0.432,0.651,0.0228
"GSE1456","MammaPrint","weight",37,22,0.405,0.6883,-0.0145
"GSE1456","MammaPrint","lowexpr",37,22,0.405,0.6507,0.023
"GSE1456","MammaPrint","random",37,22,0.405,0.6558,0.018
"GSE1456","MammaPrint","weight",37,23,0.378,0.682,-0.0082
"GSE1456","MammaPrint","lowexpr",37,23,0.378,0.6428,0.031
"GSE1456","MammaPrint","random",37,23,0.378,0.653,0.0208
"GSE1456","MammaPrint","weight",37,24,0.351,0.6926,-0.0188
"GSE1456","MammaPrint","lowexpr",37,24,0.351,0.6407,0.0331
"GSE1456","MammaPrint","random",37,24,0.351,0.6432,0.0306
"GSE1456","MammaPrint","weight",37,25,0.324,0.6993,-0.0255
"GSE1456","MammaPrint","lowexpr",37,25,0.324,0.6303,0.0435
"GSE1456","MammaPrint","random",37,25,0.324,0.6471,0.0267
"GSE1456","MammaPrint","weight",37,26,0.297,0.7048,-0.031
"GSE1456","MammaPrint","lowexpr",37,26,0.297,0.6243,0.0494
"GSE1456","MammaPrint","random",37,26,0.297,0.6451,0.0287
"GSE1456","MammaPrint","weight",37,27,0.27,0.7063,-0.0325
"GSE1456","MammaPrint","lowexpr",37,27,0.27,0.6327,0.0411
"GSE1456","MammaPrint","random",37,27,0.27,0.6493,0.0245
"GSE1456","MammaPrint","weight",37,28,0.243,0.7119,-0.0381
"GSE1456","MammaPrint","lowexpr",37,28,0.243,0.6132,0.0606
"GSE1456","MammaPrint","random",37,28,0.243,0.6521,0.0217
"GSE1456","MammaPrint","weight",37,29,0.216,0.7204,-0.0467
"GSE1456","MammaPrint","lowexpr",37,29,0.216,0.6022,0.0716
"GSE1456","MammaPrint","random",37,29,0.216,0.6241,0.0497
"GSE1456","MammaPrint","weight",37,30,0.189,0.7193,-0.0455
"GSE1456","MammaPrint","lowexpr",37,30,0.189,0.5818,0.092
"GSE1456","MammaPrint","random",37,30,0.189,0.6266,0.0472
"GSE1456","MammaPrint","weight",37,31,0.162,0.7074,-0.0336
"GSE1456","MammaPrint","lowexpr",37,31,0.162,0.5823,0.0914
"GSE1456","MammaPrint","random",37,31,0.162,0.6261,0.0477
"GSE1456","MammaPrint","weight",37,32,0.135,0.6887,-0.0149
"GSE1456","MammaPrint","lowexpr",37,32,0.135,0.5665,0.1072
"GSE1456","MammaPrint","random",37,32,0.135,0.6171,0.0567
"GSE1456","MammaPrint","weight",37,33,0.108,0.692,-0.0182
"GSE1456","MammaPrint","lowexpr",37,33,0.108,0.5625,0.1113
"GSE1456","MammaPrint","random",37,33,0.108,0.6014,0.0724
"GSE1456","MammaPrint","weight",37,34,0.081,0.6732,6e-04
"GSE1456","MammaPrint","lowexpr",37,34,0.081,0.5612,0.1126
"GSE1456","MammaPrint","random",37,34,0.081,0.5982,0.0756
