"cohort","signature","gene","absolute_weight","c_full","c_without_gene","c_drop","crosses_002"
"GSE20685","OncotypeDX","BAG1",0.07,0.6293,0.631,-0.0017,FALSE
"GSE1456","GGI","KPNA2",1,0.6706,0.6695,0.0011,FALSE
"GSE1456","GGI","SLC7A5",1,0.6706,0.6712,-6e-04,FALSE
"GSE1456","GGI","MARS",1,0.6706,0.6695,0.0011,FALSE
"GSE1456","GGI","UBE2N",1,0.6706,0.6708,-2e-04,FALSE
"GSE1456","GGI","MYBL2",1,0.6706,0.6697,9e-04,FALSE
"GSE1456","GGI","BIRC5",1,0.6706,0.6701,6e-04,FALSE
"GSE1456","GGI","MCM2",1,0.6706,0.6714,-7e-04,FALSE
"GSE1456","GGI","PLK1",1,0.6706,0.6701,6e-04,FALSE
"GSE1456","GGI","FOXM1",1,0.6706,0.6704,2e-04,FALSE
"GSE1456","GGI","CCNB2",1,0.6706,0.6703,4e-04,FALSE
"GSE1456","GGI","UBE2S",1,0.6706,0.6706,0,FALSE
"GSE1456","GGI","CDC20",1,0.6706,0.6699,7e-04,FALSE
"GSE1456","GGI","UBE2C",1,0.6706,0.6699,7e-04,FALSE
"GSE1456","GGI","RNASEH2A",1,0.6706,0.6704,2e-04,FALSE
"GSE1456","GGI","TIMELESS",1,0.6706,0.6714,-7e-04,FALSE
"GSE1456","GGI","SPAG5",1,0.6706,0.6703,4e-04,FALSE
"GSE1456","GGI","LMNB1",1,0.6706,0.671,-4e-04,FALSE
"GSE1456","GGI","MAD2L1",1,0.6706,0.6699,7e-04,FALSE
"GSE1456","GGI","CCNA2",1,0.6706,0.671,-4e-04,FALSE
"GSE1456","GGI","PTTG1",1,0.6706,0.6708,-2e-04,FALSE
"GSE1456","GGI","HMGB3",1,0.6706,0.6704,2e-04,FALSE
"GSE1456","GGI","BUB1B",1,0.6706,0.6706,0,FALSE
"GSE1456","GGI","ZWINT",1,0.6706,0.6716,-9e-04,FALSE
"GSE1456","GGI","TRIP13",1,0.6706,0.6716,-9e-04,FALSE
"GSE1456","GGI","AURKA",1,0.6706,0.6706,0,FALSE
"GSE1456","GGI","CDK2",1,0.6706,0.6714,-7e-04,FALSE
"GSE1456","GGI","GTSE1",1,0.6706,0.6706,0,FALSE
"GSE1456","GGI","KIF11",1,0.6706,0.6706,0,FALSE
"GSE1456","GGI","EXO1",1,0.6706,0.6712,-6e-04,FALSE
"GSE1456","GGI","TROAP",1,0.6706,0.671,-4e-04,FALSE
"GSE1456","GGI","CDC25A",1,0.6706,0.6704,2e-04,FALSE
"GSE1456","GGI","NUDT1",1,0.6706,0.6712,-6e-04,FALSE
"GSE1456","GGI","FEN1",1,0.6706,0.6714,-7e-04,FALSE
"GSE1456","GGI","ESPL1",1,0.6706,0.6716,-9e-04,FALSE
"GSE1456","GGI","TTK",1,0.6706,0.6693,0.0013,FALSE
"GSE1456","GGI","MELK",1,0.6706,0.6693,0.0013,FALSE
"GSE1456","GGI","CENPA",1,0.6706,0.6703,4e-04,FALSE
"GSE1456","GGI","CCNE2",1,0.6706,0.6704,2e-04,FALSE
"GSE1456","GGI","CENPE",1,0.6706,0.6703,4e-04,FALSE
"GSE1456","GGI","BLM",1,0.6706,0.6697,9e-04,FALSE
"GSE1456","GGI","KIF14",1,0.6706,0.6704,2e-04,FALSE
"GSE1456","GGI","HMMR",1,0.6706,0.6703,4e-04,FALSE
"GSE1456","GGI","CENPF",1,0.6706,0.6701,6e-04,FALSE
"GSE1456","GGI","CCT5",1,0.6706,0.6708,-2e-04,FALSE
"GSE1456","GGI","KIF2C",1,0.6706,0.6695,0.0011,FALSE
"GSE1456","GGI","AURKB",1,0.6706,0.671,-4e-04,FALSE
"GSE1456","GGI","BUB1",1,0.6706,0.6703,4e-04,FALSE
"GSE1456","GGI","KIFC1",1,0.6706,0.6703,4e-04,FALSE
"GSE1456","GGI","CDKN3",1,0.6706,0.6712,-6e-04,FALSE
"GSE1456","GGI","RRM2",1,0.6706,0.6697,9e-04,FALSE
"GSE1456","GGI","TPX2",1,0.6706,0.6708,-2e-04,FALSE
"GSE1456","GGI","MKI67",1,0.6706,0.6703,4e-04,FALSE
"GSE1456","GGI","MCM4",1,0.6706,0.6693,0.0013,FALSE
"GSE1456","GGI","NCAPH",1,0.6706,0.6708,-2e-04,FALSE
"GSE1456","GGI","OIP5",1,0.6706,0.6708,-2e-04,FALSE
"GSE1456","GGI","H2AFZ",1,0.6706,0.6699,7e-04,FALSE
"GSE1456","GGI","SHMT2",1,0.6706,0.6704,2e-04,FALSE
"GSE1456","GGI","GMPS",1,0.6706,0.6695,0.0011,FALSE
"GSE1456","GGI","CCNB1",1,0.6706,0.6712,-6e-04,FALSE
"GSE1456","GGI","C20orf24",1,0.6706,0.6695,0.0011,FALSE
"GSE1456","GGI","PRC1",1,0.6706,0.6701,6e-04,FALSE
"GSE1456","GGI","NUSAP1",1,0.6706,0.6701,6e-04,FALSE
"GSE1456","GGI","KIF4A",1,0.6706,0.6714,-7e-04,FALSE
"GSE1456","GGI","CEP55",1,0.6706,0.6701,6e-04,FALSE
"GSE1456","GGI","ORMDL2",1,0.6706,0.6712,-6e-04,FALSE
"GSE1456","GGI","NCAPG",1,0.6706,0.6712,-6e-04,FALSE
"GSE1456","GGI","KIF20A",1,0.6706,0.671,-4e-04,FALSE
"GSE1456","GGI","KIF15",1,0.6706,0.6708,-2e-04,FALSE
"GSE1456","GGI","POLQ",1,0.6706,0.6699,7e-04,FALSE
"GSE1456","GGI","CENPN",1,0.6706,0.6695,0.0011,FALSE
"GSE1456","GGI","ASPM",1,0.6706,0.6704,2e-04,FALSE
"GSE1456","GGI","MCM10",1,0.6706,0.671,-4e-04,FALSE
"GSE1456","GGI","CDCA3",1,0.6706,0.6704,2e-04,FALSE
"GSE1456","GGI","CDCA8",1,0.6706,0.6703,4e-04,FALSE
"GSE1456","GGI","FAM64A",1,0.6706,0.671,-4e-04,FALSE
"GSE1456","GGI","DONSON",1,0.6706,0.6704,2e-04,FALSE
"GSE1456","GGI","RACGAP1",1,0.6706,0.6708,-2e-04,FALSE
"GSE1456","GGI","FRY",1,0.6706,0.6706,0,FALSE
"GSE1456","GGI","IFT88",1,0.6706,0.6701,6e-04,FALSE
"GSE1456","GGI","CX3CR1",1,0.6706,0.6695,0.0011,FALSE
"GSE1456","GGI","STARD13",1,0.6706,0.671,-4e-04,FALSE
"GSE1456","GGI","LAMB2",1,0.6706,0.6712,-6e-04,FALSE
"GSE1456","GGI","CYBRD1",1,0.6706,0.6703,4e-04,FALSE
"GSE1456","GGI","SESN1",1,0.6706,0.6703,4e-04,FALSE
"GSE1456","GGI","BBS1",1,0.6706,0.6693,0.0013,FALSE
"GSE1456","GGI","PIGV",1,0.6706,0.6714,-7e-04,FALSE
"GSE1456","GGI","C11orf63",1,0.6706,0.6704,2e-04,FALSE
"GSE1456","GGI","WDR19",1,0.6706,0.671,-4e-04,FALSE
"GSE1456","GGI","SIRT3",1,0.6706,0.6688,0.0019,FALSE
"GSE1456","MammaPrint","ALDH4A1",0.420671,0.6738,0.6742,-4e-04,FALSE
"GSE1456","MammaPrint","FGF18",0.410964,0.6738,0.6729,9e-04,FALSE
"GSE1456","MammaPrint","BBC3",0.407002,0.6738,0.6721,0.0017,FALSE
"GSE1456","MammaPrint","SCUBE2",0.399987,0.6738,0.6768,-0.003,FALSE
"GSE1456","MammaPrint","WISP1",0.384479,0.6738,0.6751,-0.0013,FALSE
"GSE1456","MammaPrint","GSTM3",0.380831,0.6738,0.6708,0.003,FALSE
"GSE1456","MammaPrint","TGFB3",0.371524,0.6738,0.6717,0.002,FALSE
"GSE1456","MammaPrint","STK32B",0.368349,0.6738,0.6751,-0.0013,FALSE
"GSE1456","MammaPrint","AP2B1",0.363326,0.6738,0.6708,0.003,FALSE
"GSE1456","MammaPrint","CCNE2",0.356595,0.6738,0.671,0.0028,FALSE
"GSE1456","MammaPrint","CENPA",0.357716,0.6738,0.6704,0.0033,FALSE
"GSE1456","MammaPrint","PRC1",0.358259,0.6738,0.6695,0.0043,FALSE
"GSE1456","MammaPrint","NMU",0.359698,0.6738,0.6688,0.005,FALSE
"GSE1456","MammaPrint","IGFBP5",0.359944,0.6738,0.6714,0.0024,FALSE
"GSE1456","MammaPrint","PITRM1",0.360044,0.6738,0.6675,0.0063,FALSE
"GSE1456","MammaPrint","HRASLS",0.360778,0.6738,0.6716,0.0022,FALSE
"GSE1456","MammaPrint","MCM6",0.363852,0.6738,0.6719,0.0019,FALSE
"GSE1456","MammaPrint","RFC4",0.365585,0.6738,0.671,0.0028,FALSE
"GSE1456","MammaPrint","SLC2A3",0.366486,0.6738,0.6727,0.0011,FALSE
"GSE1456","MammaPrint","GPR126",0.367388,0.6738,0.6725,0.0013,FALSE
"GSE1456","MammaPrint","DCK",0.367698,0.6738,0.6762,-0.0024,FALSE
"GSE1456","MammaPrint","DTL",0.369416,0.6738,0.668,0.0058,FALSE
"GSE1456","MammaPrint","COL4A2",0.370857,0.6738,0.6734,4e-04,FALSE
"GSE1456","MammaPrint","MELK",0.370858,0.6738,0.6716,0.0022,FALSE
"GSE1456","MammaPrint","MTDH",0.373061,0.6738,0.6777,-0.0039,FALSE
"GSE1456","MammaPrint","UCHL5",0.373876,0.6738,0.6686,0.0052,FALSE
"GSE1456","MammaPrint","RAB6B",0.376227,0.6738,0.6688,0.005,FALSE
"GSE1456","MammaPrint","CDC42BPA",0.384392,0.6738,0.673,7e-04,FALSE
"GSE1456","MammaPrint","GMPS",0.386515,0.6738,0.6734,4e-04,FALSE
"GSE1456","MammaPrint","ECT2",0.390367,0.6738,0.6719,0.0019,FALSE
"GSE1456","MammaPrint","MMP9",0.391694,0.6738,0.6768,-0.003,FALSE
"GSE1456","MammaPrint","OXCT1",0.392119,0.6738,0.674,-2e-04,FALSE
"GSE1456","MammaPrint","GNAZ",0.395461,0.6738,0.6703,0.0035,FALSE
"GSE1456","MammaPrint","EXT1",0.399515,0.6738,0.677,-0.0032,FALSE
"GSE1456","MammaPrint","DIAPH3",0.404979,0.6738,0.6747,-9e-04,FALSE
"GSE1456","MammaPrint","NUSAP1",0.424927,0.6738,0.6699,0.0039,FALSE
"GSE1456","MammaPrint","TSPYL5",0.527145,0.6738,0.6727,0.0011,FALSE
"GSE1456","CorePAM","EXO1",0.2174,0.6613,0.6219,0.0394,TRUE
"GSE1456","CorePAM","NAT1",0.2052,0.6613,0.6177,0.0437,TRUE
"GSE1456","CorePAM","BLVRA",0.1848,0.6613,0.655,0.0063,FALSE
"GSE1456","CorePAM","ACTR3B",0.1405,0.6613,0.6517,0.0097,FALSE
"GSE1456","CorePAM","MIA",0.1193,0.6613,0.6719,-0.0106,FALSE
"GSE1456","CorePAM","MYBL2",0.1183,0.6613,0.6658,-0.0045,FALSE
"GSE1456","CorePAM","PTTG1",0.114,0.6613,0.6428,0.0186,FALSE
"GSE1456","CorePAM","MDM2",0.1074,0.6613,0.6651,-0.0037,FALSE
"GSE1456","CorePAM","SFRP1",0.0907,0.6613,0.6485,0.0128,FALSE
"GSE1456","CorePAM","FOXC1",0.0717,0.6613,0.6513,0.01,FALSE
"GSE1456","CorePAM","PHGDH",0.062,0.6613,0.655,0.0063,FALSE
"GSE1456","CorePAM","MYC",0.0424,0.6613,0.6608,6e-04,FALSE
"GSE1456","CorePAM","ESR1",0.0396,0.6613,0.6613,0,FALSE
"GSE1456","CorePAM","KRT5",0.0277,0.6613,0.66,0.0013,FALSE
"GSE1456","CorePAM","PGR",0.0262,0.6613,0.6567,0.0046,FALSE
"GSE1456","CorePAM","CENPF",0.015,0.6613,0.6586,0.0028,FALSE
"GSE1456","CorePAM","FGFR4",0.011,0.6613,0.6617,-4e-04,FALSE
"GSE1456","CorePAM","BCL2",0.0105,0.6613,0.6604,9e-04,FALSE
"GSE1456","CorePAM","MLPH",0.0099,0.6613,0.6604,9e-04,FALSE
"GSE1456","CorePAM","ERBB2",0.0082,0.6613,0.6606,7e-04,FALSE
"GSE1456","CorePAM","GRB7",0.0053,0.6613,0.6615,-2e-04,FALSE
"GSE1456","OncotypeDX","MKI67",0.208,0.6898,0.6829,0.0069,FALSE
"GSE1456","OncotypeDX","AURKA",0.208,0.6898,0.6831,0.0067,FALSE
"GSE1456","OncotypeDX","BIRC5",0.208,0.6898,0.6918,-0.002,FALSE
"GSE1456","OncotypeDX","CCNB1",0.208,0.6898,0.6859,0.0039,FALSE
"GSE1456","OncotypeDX","MYBL2",0.208,0.6898,0.6905,-7e-04,FALSE
"GSE1456","OncotypeDX","MMP11",0.05,0.6898,0.6907,-9e-04,FALSE
"GSE1456","OncotypeDX","GRB7",0.423,0.6898,0.6647,0.0251,TRUE
"GSE1456","OncotypeDX","ERBB2",0.047,0.6898,0.6905,-7e-04,FALSE
"GSE1456","OncotypeDX","ESR1",0.068,0.6898,0.6933,-0.0035,FALSE
"GSE1456","OncotypeDX","PGR",0.102,0.6898,0.6955,-0.0058,FALSE
"GSE1456","OncotypeDX","BCL2",0.085,0.6898,0.6954,-0.0056,FALSE
"GSE1456","OncotypeDX","SCUBE2",0.085,0.6898,0.69,-2e-04,FALSE
"GSE1456","OncotypeDX","GSTM1",0.08,0.6898,0.692,-0.0022,FALSE
"GSE1456","OncotypeDX","CD68",0.05,0.6898,0.6877,0.002,FALSE
"GSE1456","OncotypeDX","BAG1",0.07,0.6898,0.687,0.0028,FALSE
"GSE7390","GGI","KPNA2",1,0.6181,0.6182,-1e-04,FALSE
"GSE7390","GGI","SLC7A5",1,0.6181,0.618,1e-04,FALSE
"GSE7390","GGI","UBE2N",1,0.6181,0.6188,-7e-04,FALSE
"GSE7390","GGI","MYBL2",1,0.6181,0.6184,-2e-04,FALSE
"GSE7390","GGI","BIRC5",1,0.6181,0.6193,-0.0012,FALSE
"GSE7390","GGI","MCM2",1,0.6181,0.6169,0.0012,FALSE
"GSE7390","GGI","PLK1",1,0.6181,0.6179,2e-04,FALSE
"GSE7390","GGI","FOXM1",1,0.6181,0.618,1e-04,FALSE
"GSE7390","GGI","CCNB2",1,0.6181,0.6173,9e-04,FALSE
"GSE7390","GGI","UBE2S",1,0.6181,0.6176,5e-04,FALSE
"GSE7390","GGI","CDC20",1,0.6181,0.6185,-3e-04,FALSE
"GSE7390","GGI","UBE2C",1,0.6181,0.6182,-1e-04,FALSE
"GSE7390","GGI","RNASEH2A",1,0.6181,0.6194,-0.0013,FALSE
"GSE7390","GGI","TIMELESS",1,0.6181,0.6179,2e-04,FALSE
"GSE7390","GGI","SPAG5",1,0.6181,0.6177,4e-04,FALSE
"GSE7390","GGI","LMNB1",1,0.6181,0.619,-9e-04,FALSE
"GSE7390","GGI","MAD2L1",1,0.6181,0.6188,-7e-04,FALSE
"GSE7390","GGI","CCNA2",1,0.6181,0.619,-9e-04,FALSE
"GSE7390","GGI","PTTG1",1,0.6181,0.6181,0,FALSE
"GSE7390","GGI","HMGB3",1,0.6181,0.619,-9e-04,FALSE
"GSE7390","GGI","BUB1B",1,0.6181,0.6189,-8e-04,FALSE
"GSE7390","GGI","ZWINT",1,0.6181,0.6186,-4e-04,FALSE
"GSE7390","GGI","TRIP13",1,0.6181,0.6178,3e-04,FALSE
"GSE7390","GGI","AURKA",1,0.6181,0.6181,0,FALSE
"GSE7390","GGI","CDK2",1,0.6181,0.6177,4e-04,FALSE
"GSE7390","GGI","GTSE1",1,0.6181,0.6169,0.0012,FALSE
"GSE7390","GGI","KIF11",1,0.6181,0.6178,3e-04,FALSE
"GSE7390","GGI","EXO1",1,0.6181,0.6175,7e-04,FALSE
"GSE7390","GGI","TROAP",1,0.6181,0.6173,9e-04,FALSE
"GSE7390","GGI","CDC25A",1,0.6181,0.6182,-1e-04,FALSE
"GSE7390","GGI","NUDT1",1,0.6181,0.6191,-0.001,FALSE
"GSE7390","GGI","FEN1",1,0.6181,0.6188,-7e-04,FALSE
"GSE7390","GGI","ESPL1",1,0.6181,0.6178,3e-04,FALSE
"GSE7390","GGI","TTK",1,0.6181,0.6182,-1e-04,FALSE
"GSE7390","GGI","MELK",1,0.6181,0.6185,-3e-04,FALSE
"GSE7390","GGI","CENPA",1,0.6181,0.6188,-7e-04,FALSE
"GSE7390","GGI","CCNE2",1,0.6181,0.6182,-1e-04,FALSE
"GSE7390","GGI","CENPE",1,0.6181,0.6179,2e-04,FALSE
"GSE7390","GGI","BLM",1,0.6181,0.6185,-3e-04,FALSE
"GSE7390","GGI","KIF14",1,0.6181,0.6179,2e-04,FALSE
"GSE7390","GGI","HMMR",1,0.6181,0.6181,0,FALSE
"GSE7390","GGI","CENPF",1,0.6181,0.6177,4e-04,FALSE
"GSE7390","GGI","CCT5",1,0.6181,0.6179,2e-04,FALSE
"GSE7390","GGI","KIF2C",1,0.6181,0.6185,-3e-04,FALSE
"GSE7390","GGI","AURKB",1,0.6181,0.618,1e-04,FALSE
"GSE7390","GGI","BUB1",1,0.6181,0.6182,-1e-04,FALSE
"GSE7390","GGI","KIFC1",1,0.6181,0.6177,4e-04,FALSE
"GSE7390","GGI","CDKN3",1,0.6181,0.6187,-5e-04,FALSE
"GSE7390","GGI","RRM2",1,0.6181,0.6187,-5e-04,FALSE
"GSE7390","GGI","TPX2",1,0.6181,0.6184,-2e-04,FALSE
"GSE7390","GGI","MKI67",1,0.6181,0.6175,7e-04,FALSE
"GSE7390","GGI","MCM4",1,0.6181,0.6187,-5e-04,FALSE
"GSE7390","GGI","NCAPH",1,0.6181,0.6185,-3e-04,FALSE
"GSE7390","GGI","OIP5",1,0.6181,0.6178,3e-04,FALSE
"GSE7390","GGI","H2AFZ",1,0.6181,0.6184,-2e-04,FALSE
"GSE7390","GGI","SHMT2",1,0.6181,0.6181,0,FALSE
"GSE7390","GGI","GMPS",1,0.6181,0.6194,-0.0013,FALSE
"GSE7390","GGI","CCNB1",1,0.6181,0.6193,-0.0012,FALSE
"GSE7390","GGI","PRC1",1,0.6181,0.6189,-8e-04,FALSE
"GSE7390","GGI","NUSAP1",1,0.6181,0.6192,-0.0011,FALSE
"GSE7390","GGI","KIF4A",1,0.6181,0.6181,0,FALSE
"GSE7390","GGI","CEP55",1,0.6181,0.6186,-4e-04,FALSE
"GSE7390","GGI","ORMDL2",1,0.6181,0.6184,-2e-04,FALSE
"GSE7390","GGI","NCAPG",1,0.6181,0.6184,-2e-04,FALSE
"GSE7390","GGI","KIF20A",1,0.6181,0.6188,-7e-04,FALSE
"GSE7390","GGI","KIF15",1,0.6181,0.6186,-4e-04,FALSE
"GSE7390","GGI","POLQ",1,0.6181,0.6169,0.0012,FALSE
"GSE7390","GGI","CENPN",1,0.6181,0.6182,-1e-04,FALSE
"GSE7390","GGI","ASPM",1,0.6181,0.6188,-7e-04,FALSE
"GSE7390","GGI","MCM10",1,0.6181,0.618,1e-04,FALSE
"GSE7390","GGI","CDCA3",1,0.6181,0.6173,9e-04,FALSE
"GSE7390","GGI","CDCA8",1,0.6181,0.6184,-2e-04,FALSE
"GSE7390","GGI","FAM64A",1,0.6181,0.6173,9e-04,FALSE
"GSE7390","GGI","DONSON",1,0.6181,0.6187,-5e-04,FALSE
"GSE7390","GGI","RACGAP1",1,0.6181,0.6179,2e-04,FALSE
"GSE7390","GGI","FRY",1,0.6181,0.6182,-1e-04,FALSE
"GSE7390","GGI","IFT88",1,0.6181,0.6177,4e-04,FALSE
"GSE7390","GGI","CX3CR1",1,0.6181,0.6184,-2e-04,FALSE
"GSE7390","GGI","STARD13",1,0.6181,0.6184,-2e-04,FALSE
"GSE7390","GGI","LAMB2",1,0.6181,0.6184,-2e-04,FALSE
"GSE7390","GGI","CYBRD1",1,0.6181,0.6169,0.0012,FALSE
"GSE7390","GGI","SESN1",1,0.6181,0.6174,8e-04,FALSE
"GSE7390","GGI","BBS1",1,0.6181,0.6182,-1e-04,FALSE
"GSE7390","GGI","PIGV",1,0.6181,0.6192,-0.0011,FALSE
"GSE7390","GGI","C11orf63",1,0.6181,0.6174,8e-04,FALSE
"GSE7390","GGI","WDR19",1,0.6181,0.6182,-1e-04,FALSE
"GSE7390","GGI","SIRT3",1,0.6181,0.6191,-0.001,FALSE
"GSE7390","MammaPrint","ALDH4A1",0.420671,0.6115,0.6217,-0.0102,FALSE
"GSE7390","MammaPrint","FGF18",0.410964,0.6115,0.6215,-0.01,FALSE
"GSE7390","MammaPrint","SCUBE2",0.399987,0.6115,0.6128,-0.0013,FALSE
"GSE7390","MammaPrint","WISP1",0.384479,0.6115,0.6146,-0.003,FALSE
"GSE7390","MammaPrint","GSTM3",0.380831,0.6115,0.6131,-0.0016,FALSE
"GSE7390","MammaPrint","TGFB3",0.371524,0.6115,0.6138,-0.0023,FALSE
"GSE7390","MammaPrint","STK32B",0.368349,0.6115,0.6128,-0.0013,FALSE
"GSE7390","MammaPrint","AP2B1",0.363326,0.6115,0.6131,-0.0016,FALSE
"GSE7390","MammaPrint","CCNE2",0.356595,0.6115,0.6122,-7e-04,FALSE
"GSE7390","MammaPrint","CENPA",0.357716,0.6115,0.6121,-5e-04,FALSE
"GSE7390","MammaPrint","PRC1",0.358259,0.6115,0.6115,0,FALSE
"GSE7390","MammaPrint","NMU",0.359698,0.6115,0.6125,-0.001,FALSE
"GSE7390","MammaPrint","IGFBP5",0.359944,0.6115,0.6121,-5e-04,FALSE
"GSE7390","MammaPrint","PITRM1",0.360044,0.6115,0.6138,-0.0023,FALSE
"GSE7390","MammaPrint","HRASLS",0.360778,0.6115,0.6115,0,FALSE
"GSE7390","MammaPrint","MCM6",0.363852,0.6115,0.6136,-0.0021,FALSE
"GSE7390","MammaPrint","RFC4",0.365585,0.6115,0.6101,0.0014,FALSE
"GSE7390","MammaPrint","SLC2A3",0.366486,0.6115,0.614,-0.0025,FALSE
"GSE7390","MammaPrint","DCK",0.367698,0.6115,0.6139,-0.0024,FALSE
"GSE7390","MammaPrint","DTL",0.369416,0.6115,0.6108,8e-04,FALSE
"GSE7390","MammaPrint","COL4A2",0.370857,0.6115,0.6074,0.0041,FALSE
"GSE7390","MammaPrint","MELK",0.370858,0.6115,0.6123,-8e-04,FALSE
"GSE7390","MammaPrint","MTDH",0.373061,0.6115,0.6155,-0.004,FALSE
"GSE7390","MammaPrint","UCHL5",0.373876,0.6115,0.6141,-0.0026,FALSE
"GSE7390","MammaPrint","RAB6B",0.376227,0.6115,0.6111,4e-04,FALSE
"GSE7390","MammaPrint","CDC42BPA",0.384392,0.6115,0.6084,0.0031,FALSE
"GSE7390","MammaPrint","GMPS",0.386515,0.6115,0.6123,-8e-04,FALSE
"GSE7390","MammaPrint","ECT2",0.390367,0.6115,0.6137,-0.0022,FALSE
"GSE7390","MammaPrint","MMP9",0.391694,0.6115,0.6162,-0.0047,FALSE
"GSE7390","MammaPrint","OXCT1",0.392119,0.6115,0.6117,-2e-04,FALSE
"GSE7390","MammaPrint","GNAZ",0.395461,0.6115,0.6118,-3e-04,FALSE
"GSE7390","MammaPrint","EXT1",0.399515,0.6115,0.6088,0.0027,FALSE
"GSE7390","MammaPrint","DIAPH3",0.404979,0.6115,0.6161,-0.0046,FALSE
"GSE7390","MammaPrint","NUSAP1",0.424927,0.6115,0.6129,-0.0014,FALSE
"GSE7390","MammaPrint","TSPYL5",0.527145,0.6115,0.6147,-0.0031,FALSE
"GSE7390","CorePAM","EXO1",0.2174,0.6038,0.5756,0.0282,TRUE
"GSE7390","CorePAM","NAT1",0.2052,0.6038,0.5796,0.0242,TRUE
"GSE7390","CorePAM","BLVRA",0.1848,0.6038,0.5887,0.0151,FALSE
"GSE7390","CorePAM","ACTR3B",0.1405,0.6038,0.5957,0.0081,FALSE
"GSE7390","CorePAM","MIA",0.1193,0.6038,0.5961,0.0077,FALSE
"GSE7390","CorePAM","MYBL2",0.1183,0.6038,0.6199,-0.0161,FALSE
"GSE7390","CorePAM","PTTG1",0.114,0.6038,0.6011,0.0027,FALSE
"GSE7390","CorePAM","MDM2",0.1074,0.6038,0.6182,-0.0144,FALSE
"GSE7390","CorePAM","SFRP1",0.0907,0.6038,0.6013,0.0025,FALSE
"GSE7390","CorePAM","FOXC1",0.0717,0.6038,0.6087,-0.0049,FALSE
"GSE7390","CorePAM","PHGDH",0.062,0.6038,0.6087,-0.0049,FALSE
"GSE7390","CorePAM","MYC",0.0424,0.6038,0.6056,-0.0017,FALSE
"GSE7390","CorePAM","ESR1",0.0396,0.6038,0.6043,-4e-04,FALSE
"GSE7390","CorePAM","KRT5",0.0277,0.6038,0.6079,-0.0041,FALSE
"GSE7390","CorePAM","PGR",0.0262,0.6038,0.5985,0.0053,FALSE
"GSE7390","CorePAM","CENPF",0.015,0.6038,0.6033,5e-04,FALSE
"GSE7390","CorePAM","FGFR4",0.011,0.6038,0.6031,8e-04,FALSE
"GSE7390","CorePAM","BCL2",0.0105,0.6038,0.6013,0.0025,FALSE
"GSE7390","CorePAM","MLPH",0.0099,0.6038,0.6043,-4e-04,FALSE
"GSE7390","CorePAM","ERBB2",0.0082,0.6038,0.6049,-0.0011,FALSE
"GSE7390","CorePAM","GRB7",0.0053,0.6038,0.6046,-8e-04,FALSE
"GSE7390","OncotypeDX","MKI67",0.208,0.6203,0.6073,0.013,FALSE
"GSE7390","OncotypeDX","AURKA",0.208,0.6203,0.6232,-0.0029,FALSE
"GSE7390","OncotypeDX","BIRC5",0.208,0.6203,0.6163,0.004,FALSE
"GSE7390","OncotypeDX","CCNB1",0.208,0.6203,0.6121,0.0082,FALSE
"GSE7390","OncotypeDX","MYBL2",0.208,0.6203,0.6056,0.0148,FALSE
"GSE7390","OncotypeDX","MMP11",0.05,0.6203,0.6185,0.0018,FALSE
"GSE7390","OncotypeDX","GRB7",0.423,0.6203,0.6182,0.0021,FALSE
"GSE7390","OncotypeDX","ERBB2",0.047,0.6203,0.6197,7e-04,FALSE
"GSE7390","OncotypeDX","ESR1",0.068,0.6203,0.6263,-0.006,FALSE
"GSE7390","OncotypeDX","PGR",0.102,0.6203,0.6308,-0.0105,FALSE
"GSE7390","OncotypeDX","BCL2",0.085,0.6203,0.6267,-0.0064,FALSE
"GSE7390","OncotypeDX","SCUBE2",0.085,0.6203,0.6237,-0.0034,FALSE
"GSE7390","OncotypeDX","GSTM1",0.08,0.6203,0.6146,0.0057,FALSE
"GSE7390","OncotypeDX","BAG1",0.07,0.6203,0.615,0.0053,FALSE
